transaction_id,sender,receiver,amount,timestamp,type,cycle_id,smurfing_case_id,anomaly_id
TXN_000523,ACC_000049,ACC_000063,1692.83,2026-01-04T03:20:22.838435,normal,,,
TXN_000551,ACC_000029,ACC_000086,3721.72,2026-01-04T05:02:22.838435,normal,,,
TXN_000291,ACC_000035,ACC_000026,3618.2,2026-01-04T05:37:05.838435,normal,,,
TXN_000749,ACC_000063,ACC_000013,7159.96,2026-01-04T06:19:33.838435,normal,,,
TXN_000577,ACC_000042,ACC_000055,7836.08,2026-01-04T06:39:48.838435,normal,,,
TXN_000831,ACC_000021,ACC_000069,247.23,2026-01-04T07:35:13.838435,normal,,,
TXN_000544,ACC_000026,ACC_000085,6092.1,2026-01-04T07:58:59.838435,normal,,,
TXN_000086,ACC_000069,ACC_000068,307.85,2026-01-04T08:21:56.838435,normal,,,
TXN_000532,ACC_000070,ACC_000024,6733.64,2026-01-04T09:44:45.838435,normal,,,
TXN_000031,ACC_000055,ACC_000091,6075.7,2026-01-04T09:45:11.838435,normal,,,
TXN_000013,ACC_000090,ACC_000035,5679.57,2026-01-04T09:55:09.838435,normal,,,
TXN_000945,ACC_000019,ACC_000036,3611.12,2026-01-04T09:58:34.838435,normal,,,
TXN_000202,ACC_000097,ACC_000029,4941.41,2026-01-04T11:39:42.838435,normal,,,
TXN_000414,ACC_000026,ACC_000078,6627.9,2026-01-04T11:55:56.838435,normal,,,
TXN_000283,ACC_000033,ACC_000031,1623.47,2026-01-04T12:05:31.838435,normal,,,
TXN_000387,ACC_000053,ACC_000002,2170.1,2026-01-04T12:36:58.838435,normal,,,
TXN_000154,ACC_000039,ACC_000053,7611.16,2026-01-04T12:48:03.838435,normal,,,
TXN_000982,ACC_000084,ACC_000036,8146.82,2026-01-04T13:39:19.838435,normal,,,
TXN_000504,ACC_000011,ACC_000008,6329.92,2026-01-04T15:16:09.838435,normal,,,
TXN_000308,ACC_000059,ACC_000088,1957.13,2026-01-04T16:48:48.838435,normal,,,
TXN_000045,ACC_000076,ACC_000071,3050.45,2026-01-04T17:10:29.838435,normal,,,
TXN_000456,ACC_000087,ACC_000063,315.58,2026-01-04T17:16:29.838435,normal,,,
TXN_000151,ACC_000069,ACC_000005,1831.39,2026-01-04T18:10:52.838435,normal,,,
TXN_000319,ACC_000001,ACC_000095,4527.33,2026-01-04T18:30:52.838435,normal,,,
TXN_000909,ACC_000041,ACC_000093,3890.17,2026-01-04T19:04:33.838435,normal,,,
TXN_000848,ACC_000070,ACC_000081,8880.83,2026-01-04T19:50:28.838435,normal,,,
TXN_000828,ACC_000082,ACC_000045,7991.29,2026-01-04T20:17:24.838435,normal,,,
TXN_000044,ACC_000049,ACC_000062,9872.16,2026-01-04T21:46:09.838435,normal,,,
TXN_000896,ACC_000082,ACC_000098,4338.01,2026-01-04T22:37:44.838435,normal,,,
TXN_000123,ACC_000077,ACC_000067,8896.65,2026-01-04T22:58:55.838435,normal,,,
TXN_000270,ACC_000018,ACC_000092,1115.6,2026-01-05T00:30:07.838435,normal,,,
TXN_000164,ACC_000004,ACC_000082,8487.53,2026-01-05T01:22:26.838435,normal,,,
TXN_000454,ACC_000023,ACC_000033,6059.73,2026-01-05T01:32:32.838435,normal,,,
TXN_000872,ACC_000036,ACC_000073,9666.04,2026-01-05T01:43:13.838435,normal,,,
TXN_000415,ACC_000041,ACC_000072,1965.18,2026-01-05T02:08:38.838435,normal,,,
TXN_000022,ACC_000043,ACC_000052,8011.35,2026-01-05T04:09:43.838435,normal,,,
TXN_000843,ACC_000095,ACC_000012,4088.05,2026-01-05T04:10:42.838435,normal,,,
TXN_000657,ACC_000064,ACC_000048,8450.68,2026-01-05T05:36:39.838435,normal,,,
TXN_000921,ACC_000069,ACC_000074,6701.89,2026-01-05T05:48:10.838435,normal,,,
TXN_000448,ACC_000062,ACC_000012,3880.12,2026-01-05T07:49:06.838435,normal,,,
TXN_000826,ACC_000016,ACC_000028,3644.89,2026-01-05T08:40:00.838435,normal,,,
TXN_000623,ACC_000012,ACC_000063,5870.96,2026-01-05T08:42:56.838435,normal,,,
TXN_000183,ACC_000060,ACC_000005,5284.48,2026-01-05T09:05:34.838435,normal,,,
TXN_000887,ACC_000027,ACC_000056,9681.44,2026-01-05T09:42:46.838435,normal,,,
TXN_000189,ACC_000022,ACC_000031,1662.81,2026-01-05T10:40:58.838435,normal,,,
TXN_000096,ACC_000081,ACC_000021,4445.16,2026-01-05T11:01:30.838435,normal,,,
TXN_000496,ACC_000044,ACC_000062,9838.22,2026-01-05T11:21:00.838435,normal,,,
TXN_000186,ACC_000047,ACC_000078,7498.21,2026-01-05T12:17:27.838435,normal,,,
TXN_000432,ACC_000079,ACC_000031,5664.41,2026-01-05T12:37:02.838435,normal,,,
TXN_000408,ACC_000057,ACC_000063,8776.01,2026-01-05T12:46:19.838435,normal,,,
TXN_000282,ACC_000051,ACC_000081,1047.22,2026-01-05T14:28:31.838435,normal,,,
TXN_000126,ACC_000099,ACC_000013,8582.5,2026-01-05T15:29:46.838435,normal,,,
TXN_000925,ACC_000067,ACC_000057,1873.17,2026-01-05T15:37:19.838435,normal,,,
TXN_000736,ACC_000001,ACC_000012,574.42,2026-01-05T15:42:24.838435,normal,,,
TXN_000371,ACC_000056,ACC_000036,151.5,2026-01-05T17:01:37.838435,normal,,,
TXN_000929,ACC_000067,ACC_000095,1866.7,2026-01-05T20:53:51.838435,normal,,,
TXN_000464,ACC_000020,ACC_000019,5855.73,2026-01-05T20:55:21.838435,normal,,,
TXN_000165,ACC_000097,ACC_000054,712.04,2026-01-05T21:51:24.838435,normal,,,
TXN_000568,ACC_000010,ACC_000030,7676.0,2026-01-05T22:22:29.838435,normal,,,
TXN_000703,ACC_000067,ACC_000070,8672.81,2026-01-05T23:26:28.838435,normal,,,
TXN_000767,ACC_000045,ACC_000074,649.7,2026-01-06T00:15:55.838435,normal,,,
TXN_000830,ACC_000011,ACC_000080,3934.87,2026-01-06T01:01:34.838435,normal,,,
TXN_000808,ACC_000059,ACC_000028,9257.03,2026-01-06T01:40:50.838435,normal,,,
TXN_000078,ACC_000013,ACC_000077,7316.69,2026-01-06T02:14:15.838435,normal,,,
TXN_000596,ACC_000095,ACC_000005,2473.82,2026-01-06T02:54:14.838435,normal,,,
TXN_000480,ACC_000016,ACC_000041,8602.05,2026-01-06T03:10:22.838435,normal,,,
TXN_000510,ACC_000080,ACC_000009,3897.66,2026-01-06T04:02:34.838435,normal,,,
TXN_000812,ACC_000066,ACC_000012,5046.14,2026-01-06T06:41:18.838435,normal,,,
TXN_000338,ACC_000076,ACC_000059,743.89,2026-01-06T07:16:23.838435,normal,,,
TXN_000429,ACC_000020,ACC_000023,5225.95,2026-01-06T09:17:53.838435,normal,,,
TXN_000176,ACC_000042,ACC_000083,3888.97,2026-01-06T10:15:41.838435,normal,,,
TXN_000527,ACC_000032,ACC_000026,2738.19,2026-01-06T10:24:24.838435,normal,,,
TXN_000764,ACC_000045,ACC_000073,9650.9,2026-01-06T13:19:47.838435,normal,,,
TXN_000868,ACC_000044,ACC_000005,7016.49,2026-01-06T15:24:36.838435,normal,,,
TXN_000260,ACC_000048,ACC_000044,2471.79,2026-01-06T15:27:12.838435,normal,,,
TXN_000695,ACC_000069,ACC_000045,6385.08,2026-01-06T15:54:16.838435,normal,,,
TXN_000858,ACC_000037,ACC_000007,9169.92,2026-01-06T15:54:22.838435,normal,,,
TXN_000642,ACC_000034,ACC_000051,550.84,2026-01-06T16:36:11.838435,normal,,,
TXN_000376,ACC_000095,ACC_000060,9713.01,2026-01-06T16:43:58.838435,normal,,,
TXN_000324,ACC_000062,ACC_000027,3488.74,2026-01-06T17:21:12.838435,normal,,,
TXN_000627,ACC_000031,ACC_000057,3137.94,2026-01-06T18:41:49.838435,normal,,,
TXN_000280,ACC_000033,ACC_000056,8126.12,2026-01-06T19:22:29.838435,normal,,,
TXN_000693,ACC_000015,ACC_000077,415.35,2026-01-06T19:36:59.838435,normal,,,
TXN_000745,ACC_000008,ACC_000030,2775.33,2026-01-06T20:08:33.838435,normal,,,
TXN_000439,ACC_000085,ACC_000031,667.58,2026-01-06T20:45:58.838435,normal,,,
TXN_000620,ACC_000084,ACC_000066,7146.05,2026-01-06T20:58:11.838435,normal,,,
TXN_000138,ACC_000058,ACC_000005,882.35,2026-01-06T21:04:15.838435,normal,,,
TXN_000545,ACC_000097,ACC_000061,8261.83,2026-01-06T22:15:23.838435,normal,,,
TXN_000378,ACC_000033,ACC_000032,2177.74,2026-01-07T00:00:46.838435,normal,,,
TXN_000710,ACC_000061,ACC_000085,7044.05,2026-01-07T02:43:44.838435,normal,,,
TXN_000906,ACC_000074,ACC_000078,2044.81,2026-01-07T03:02:28.838435,normal,,,
TXN_000253,ACC_000004,ACC_000043,3048.53,2026-01-07T03:04:23.838435,normal,,,
TXN_000444,ACC_000006,ACC_000017,6168.56,2026-01-07T03:05:08.838435,normal,,,
TXN_000043,ACC_000073,ACC_000074,936.53,2026-01-07T03:10:44.838435,normal,,,
TXN_000718,ACC_000051,ACC_000030,1817.73,2026-01-07T03:51:48.838435,normal,,,
TXN_000959,ACC_000007,ACC_000079,8879.06,2026-01-07T03:56:40.838435,normal,,,
TXN_000421,ACC_000087,ACC_000011,8289.25,2026-01-07T04:47:48.838435,normal,,,
TXN_000214,ACC_000093,ACC_000028,7184.53,2026-01-07T04:51:58.838435,normal,,,
TXN_000699,ACC_000064,ACC_000032,3025.77,2026-01-07T06:11:16.838435,normal,,,
TXN_000451,ACC_000072,ACC_000058,3358.67,2026-01-07T06:22:12.838435,normal,,,
TXN_000235,ACC_000057,ACC_000049,2019.95,2026-01-07T06:54:00.838435,normal,,,
TXN_000106,ACC_000007,ACC_000040,5775.22,2026-01-07T07:30:52.838435,normal,,,
TXN_000772,ACC_000059,ACC_000053,2963.66,2026-01-07T07:50:32.838435,normal,,,
TXN_000298,ACC_000019,ACC_000073,4910.4,2026-01-07T10:57:59.838435,normal,,,
TXN_000276,ACC_000094,ACC_000083,3286.36,2026-01-07T11:32:53.838435,normal,,,
TXN_000287,ACC_000070,ACC_000086,6347.66,2026-01-07T11:56:27.838435,normal,,,
TXN_000217,ACC_000083,ACC_000064,8365.59,2026-01-07T12:14:42.838435,normal,,,
TXN_000758,ACC_000075,ACC_000039,7760.21,2026-01-07T12:16:37.838435,normal,,,
TXN_000368,ACC_000067,ACC_000025,3403.57,2026-01-07T13:29:40.838435,normal,,,
TXN_000559,ACC_000015,ACC_000016,8222.31,2026-01-07T14:20:19.838435,normal,,,
TXN_000977,ACC_000053,ACC_000027,4038.3,2026-01-07T15:33:44.838435,normal,,,
TXN_000706,ACC_000042,ACC_000005,1821.68,2026-01-07T16:30:49.838435,normal,,,
TXN_000094,ACC_000064,ACC_000066,6707.87,2026-01-07T17:19:12.838435,normal,,,
TXN_000618,ACC_000039,ACC_000022,3645.42,2026-01-07T17:42:12.838435,normal,,,
TXN_000334,ACC_000054,ACC_000025,4356.95,2026-01-07T18:12:38.838435,normal,,,
TXN_000989,ACC_000031,ACC_000065,5904.04,2026-01-07T18:40:26.838435,normal,,,
TXN_000216,ACC_000063,ACC_000026,5206.12,2026-01-07T19:36:33.838435,normal,,,
TXN_000265,ACC_000076,ACC_000096,3449.79,2026-01-07T21:00:39.838435,normal,,,
TXN_000234,ACC_000083,ACC_000078,1279.43,2026-01-07T22:00:32.838435,normal,,,
TXN_000016,ACC_000055,ACC_000039,3468.33,2026-01-07T22:04:28.838435,normal,,,
TXN_000424,ACC_000086,ACC_000010,4828.17,2026-01-07T22:24:49.838435,normal,,,
TXN_000779,ACC_000092,ACC_000095,6062.73,2026-01-07T23:59:35.838435,normal,,,
TXN_000201,ACC_000094,ACC_000063,600.29,2026-01-08T00:10:42.838435,normal,,,
TXN_000536,ACC_000091,ACC_000010,1053.43,2026-01-08T00:59:41.838435,normal,,,
TXN_000658,ACC_000037,ACC_000019,7631.03,2026-01-08T01:11:06.838435,normal,,,
TXN_000904,ACC_000050,ACC_000019,9751.29,2026-01-08T01:26:30.838435,normal,,,
TXN_000347,ACC_000091,ACC_000073,6566.24,2026-01-08T01:40:15.838435,normal,,,
TXN_000827,ACC_000071,ACC_000096,4082.11,2026-01-08T02:44:57.838435,normal,,,
TXN_000328,ACC_000045,ACC_000044,3121.6,2026-01-08T02:58:02.838435,normal,,,
TXN_000225,ACC_000050,ACC_000065,237.08,2026-01-08T02:58:28.838435,normal,,,
TXN_000089,ACC_000083,ACC_000060,3231.43,2026-01-08T03:00:11.838435,normal,,,
TXN_000761,ACC_000084,ACC_000077,4157.83,2026-01-08T03:44:01.838435,normal,,,
TXN_000728,ACC_000063,ACC_000000,6277.77,2026-01-08T05:59:04.838435,normal,,,
TXN_000423,ACC_000088,ACC_000099,8510.07,2026-01-08T07:06:04.838435,normal,,,
TXN_000360,ACC_000036,ACC_000054,9026.77,2026-01-08T07:08:23.838435,normal,,,
TXN_000793,ACC_000094,ACC_000082,3017.2,2026-01-08T07:45:32.838435,normal,,,
TXN_000552,ACC_000037,ACC_000091,2026.27,2026-01-08T08:05:19.838435,normal,,,
TXN_000648,ACC_000093,ACC_000079,7164.24,2026-01-08T08:28:04.838435,normal,,,
TXN_000581,ACC_000031,ACC_000040,8927.03,2026-01-08T09:04:59.838435,normal,,,
TXN_000416,ACC_000064,ACC_000039,8087.84,2026-01-08T09:38:43.838435,normal,,,
TXN_000375,ACC_000036,ACC_000085,4156.84,2026-01-08T09:58:36.838435,normal,,,
TXN_000892,ACC_000005,ACC_000051,5065.41,2026-01-08T10:20:29.838435,normal,,,
TXN_000390,ACC_000050,ACC_000087,5167.19,2026-01-08T10:32:30.838435,normal,,,
TXN_000797,ACC_000053,ACC_000065,9330.07,2026-01-08T10:47:17.838435,normal,,,
TXN_000913,ACC_000088,ACC_000035,9539.08,2026-01-08T10:47:45.838435,normal,,,
TXN_000124,ACC_000018,ACC_000092,1617.16,2026-01-08T12:13:58.838435,normal,,,
TXN_000846,ACC_000060,ACC_000007,5121.85,2026-01-08T12:34:09.838435,normal,,,
TXN_000350,ACC_000089,ACC_000028,641.32,2026-01-08T14:00:45.838435,normal,,,
TXN_000120,ACC_000088,ACC_000045,4214.4,2026-01-08T14:04:11.838435,normal,,,
TXN_000325,ACC_000040,ACC_000010,8269.36,2026-01-08T14:09:49.838435,normal,,,
TXN_000339,ACC_000071,ACC_000045,7088.56,2026-01-08T15:35:03.838435,normal,,,
TXN_000560,ACC_000007,ACC_000016,2601.28,2026-01-08T17:05:04.838435,normal,,,
TXN_000898,ACC_000020,ACC_000063,3539.04,2026-01-08T17:14:17.838435,normal,,,
TXN_000739,ACC_000021,ACC_000009,1735.58,2026-01-08T17:54:27.838435,normal,,,
TXN_000839,ACC_000076,ACC_000057,6297.37,2026-01-08T18:24:40.838435,normal,,,
TXN_000440,ACC_000046,ACC_000016,4434.13,2026-01-08T19:44:02.838435,normal,,,
TXN_000610,ACC_000008,ACC_000076,3846.76,2026-01-08T20:21:49.838435,normal,,,
TXN_000690,ACC_000046,ACC_000056,3207.42,2026-01-08T22:30:31.838435,normal,,,
TXN_000583,ACC_000061,ACC_000055,4677.52,2026-01-08T23:40:08.838435,normal,,,
TXN_000687,ACC_000071,ACC_000035,260.55,2026-01-08T23:47:29.838435,normal,,,
TXN_000665,ACC_000023,ACC_000097,9581.7,2026-01-09T01:11:15.838435,normal,,,
TXN_000143,ACC_000052,ACC_000043,7166.12,2026-01-09T01:55:16.838435,normal,,,
TXN_000973,ACC_000096,ACC_000058,3414.08,2026-01-09T02:42:16.838435,normal,,,
TXN_000612,ACC_000065,ACC_000054,1159.09,2026-01-09T02:47:56.838435,normal,,,
TXN_000662,ACC_000043,ACC_000078,7506.34,2026-01-09T03:03:09.838435,normal,,,
TXN_000681,ACC_000089,ACC_000080,350.83,2026-01-09T03:16:27.838435,normal,,,
TXN_000482,ACC_000036,ACC_000056,754.99,2026-01-09T04:08:14.838435,normal,,,
TXN_000641,ACC_000036,ACC_000078,7357.17,2026-01-09T04:43:49.838435,normal,,,
TXN_000561,ACC_000055,ACC_000069,5816.58,2026-01-09T07:12:14.838435,normal,,,
TXN_000392,ACC_000022,ACC_000094,562.96,2026-01-09T07:13:08.838435,normal,,,
TXN_000066,ACC_000036,ACC_000055,2602.64,2026-01-09T07:43:51.838435,normal,,,
TXN_000877,ACC_000086,ACC_000027,8985.47,2026-01-09T07:57:32.838435,normal,,,
TXN_000912,ACC_000058,ACC_000026,5684.66,2026-01-09T09:06:25.838435,normal,,,
TXN_000940,ACC_000028,ACC_000044,2392.72,2026-01-09T09:38:48.838435,normal,,,
TXN_000865,ACC_000073,ACC_000022,2207.18,2026-01-09T09:57:41.838435,normal,,,
TXN_000509,ACC_000054,ACC_000074,8088.66,2026-01-09T12:09:10.838435,normal,,,
TXN_000667,ACC_000051,ACC_000033,1863.56,2026-01-09T12:45:35.838435,normal,,,
TXN_000590,ACC_000030,ACC_000037,4119.17,2026-01-09T13:15:07.838435,normal,,,
TXN_000512,ACC_000058,ACC_000064,9675.18,2026-01-09T13:37:28.838435,normal,,,
TXN_000172,ACC_000047,ACC_000079,7317.99,2026-01-09T14:06:09.838435,normal,,,
TXN_000529,ACC_000082,ACC_000000,1012.2,2026-01-09T14:14:10.838435,normal,,,
TXN_000707,ACC_000041,ACC_000016,7583.15,2026-01-09T15:22:03.838435,normal,,,
TXN_000993,ACC_000069,ACC_000023,9134.46,2026-01-09T15:45:29.838435,normal,,,
TXN_000085,ACC_000092,ACC_000035,7335.84,2026-01-09T15:46:12.838435,normal,,,
TXN_000720,ACC_000001,ACC_000056,4364.51,2026-01-09T15:58:59.838435,normal,,,
TXN_000847,ACC_000027,ACC_000000,9376.44,2026-01-09T17:28:25.838435,normal,,,
TXN_000396,ACC_000049,ACC_000013,3406.05,2026-01-09T18:38:54.838435,normal,,,
TXN_000888,ACC_000064,ACC_000055,8599.48,2026-01-09T18:53:13.838435,normal,,,
TXN_000555,ACC_000009,ACC_000000,4913.02,2026-01-09T19:30:08.838435,normal,,,
TXN_000293,ACC_000000,ACC_000060,7302.23,2026-01-09T20:28:22.838435,normal,,,
TXN_000028,ACC_000066,ACC_000088,7981.28,2026-01-09T21:02:58.838435,normal,,,
TXN_000937,ACC_000081,ACC_000015,4033.36,2026-01-09T23:01:19.838435,normal,,,
TXN_000191,ACC_000013,ACC_000065,4966.6,2026-01-10T00:18:13.838435,normal,,,
TXN_000611,ACC_000061,ACC_000064,9728.18,2026-01-10T01:12:39.838435,normal,,,
TXN_000737,ACC_000021,ACC_000062,7345.46,2026-01-10T02:03:53.838435,normal,,,
TXN_000213,ACC_000052,ACC_000064,8698.17,2026-01-10T02:56:49.838435,normal,,,
TXN_000141,ACC_000028,ACC_000022,2740.67,2026-01-10T03:20:47.838435,normal,,,
TXN_000443,ACC_000073,ACC_000089,9580.16,2026-01-10T04:05:53.838435,normal,,,
TXN_000768,ACC_000033,ACC_000099,9605.9,2026-01-10T04:09:59.838435,normal,,,
TXN_000786,ACC_000014,ACC_000096,1369.08,2026-01-10T04:12:50.838435,normal,,,
TXN_000492,ACC_000089,ACC_000001,8304.22,2026-01-10T04:47:39.838435,normal,,,
